Target,Target Data,Brand,CL0,Campaign Name,Ad Group Name,Bid,Priority,Merchant Id,Budget,Label,Country,Status
CUSTOM_ATTRIBUTE_2,Liquid Force Jett Wakeboard 2015,Liquid Force,Wakeboards,GSN - Wakeboards - Brand: Liquid Force - Items - CL2,GSN Item - Liquid Force Jett Wakeboard 2015,1,2,5536985,100,PLA,United States,Campaign Error |  | 
