Campaign ID,Campaign Name,Adgroup ID,Adgroup Name,Start Date,End Date,Current Bid,Bid,Clicks,Costs,Impressions
176136912,SEM Non-Branded,13903980192,Ideas - Birthday Parties,20160207,20160213,0.75,0.80,4,2.37,157
176136912,SEM Non-Branded,13903980192,Ideas - Birthday Parties,20160207,20160213,0.75,0.94,5,3.93,298
176136912,SEM Non-Branded,13903980192,Ideas - Birthday Parties,20160207,20160213,0.75,1.41,5,4.87,450
176136912,SEM Non-Branded,13903980192,Ideas - Birthday Parties,20160207,20160213,0.75,1.93,13,18.60,573
176136912,SEM Non-Branded,13903980192,Ideas - Birthday Parties,20160207,20160213,0.75,2.40,18,34.60,709
176136912,SEM Non-Branded,13903980192,Ideas - Birthday Parties,20160207,20160213,0.75,3.10,23,49.50,819
176136912,SEM Non-Branded,13903980192,Ideas - Birthday Parties,20160207,20160213,0.75,4.66,24,57.00,870
176137032,SEM Geography,13903980672,Geo Keywords,20160207,20160213,0.01,1.49,53,34.80,445
176137032,SEM Geography,13903980672,Geo Keywords,20160207,20160213,0.01,1.85,60,45.60,515
176137032,SEM Geography,13903980672,Geo Keywords,20160207,20160213,0.01,1.96,65,56.00,559
176137032,SEM Geography,13903980672,Geo Keywords,20160207,20160213,0.01,2.00,69,70.00,594
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,0.30,3,0.45,170
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,0.69,5,2.19,264
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,0.75,7,3.28,330
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,0.89,7,3.28,374
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,1.10,7,3.28,422
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,1.30,7,3.28,466
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,1.72,7,3.28,512
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,0.62,0,0.00,17
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,0.75,0,0.00,33
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,1.39,0,0.00,48
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,1.73,0,0.00,61
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,2.11,0,0.00,72
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,2.70,0,0.00,79
214884192,Lucky Stars Barn,17988429072,Boarding,20160207,20160213,0.50,0.52,4,1.43,145
214884192,Lucky Stars Barn,17988429072,Boarding,20160207,20160213,0.50,0.76,6,3.10,191
214884192,Lucky Stars Barn,17988429072,Boarding,20160207,20160213,0.50,1.18,7,4.35,222
214884192,Lucky Stars Barn,17988429072,Boarding,20160207,20160213,0.50,1.63,7,5.67,252
214884192,Lucky Stars Barn,17988429072,Boarding,20160207,20160213,0.50,1.97,7,6.22,275
214884192,Lucky Stars Barn,17988429072,Boarding,20160207,20160213,0.50,2.49,10,14.00,285
214884192,Lucky Stars Barn,17988429072,Boarding,20160207,20160213,0.50,4.18,10,14.00,290
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,0.30,3,0.45,170
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,0.69,5,2.19,264
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,0.75,7,3.28,330
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,0.89,7,3.28,374
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,1.10,7,3.28,422
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,1.30,7,3.28,466
176136912,SEM Non-Branded,13903979592,Paintball Field,20160207,20160213,0.75,1.72,7,3.28,512
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,0.62,0,0.00,17
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,0.75,0,0.00,33
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,1.39,0,0.00,48
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,1.73,0,0.00,61
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,2.11,0,0.00,72
176136912,SEM Non-Branded,13903980312,Ideas - Bachelor Parties,20160207,20160213,0.75,2.70,0,0.00,79
