Campaign ID,Campaign Name,Adgroup ID,Adgroup Name,Criterion ID,Criterion Name,Start Date,End Date,Current Bid,Bid,Clicks,Costs,Impressions
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,0.01,0,0.00,2
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,0.32,0,0.00,19
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,0.64,0,0.00,31
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,0.89,0,0.00,43
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,1.21,0,0.00,54
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,1.53,0,0.00,64
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,1.85,0,0.00,75
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,2.21,0,0.00,83
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,2.62,0,0.00,90
317233806,GSN - Blank ID Cards - General,20088780606,GSN General - Blank ID Cards,151091285766,blank id cards,20160206,20160212,0.32,2.93,1,1.15,100
318213366,GSN - Cleaning Kits - Brand: Magicard - Items - CL2,20317331046,GSN Item - Magicard Cleaning Kits Products,18283950120,magicard cleaning kits products,20160206,20160212,1.00,0.11,0,0.00,1
318213366,GSN - Cleaning Kits - Brand: Magicard - Items - CL2,20317331046,GSN Item - Magicard Cleaning Kits Products,18283950120,magicard cleaning kits products,20160206,20160212,1.00,0.18,0,0.00,2
318213366,GSN - Cleaning Kits - Brand: Magicard - Items - CL2,20317331046,GSN Item - Magicard Cleaning Kits Products,18283950120,magicard cleaning kits products,20160206,20160212,1.00,0.82,0,0.00,3
318213366,GSN - Cleaning Kits - Brand: Magicard - Items - CL2,20317331046,GSN Item - Magicard Cleaning Kits Products,18283950120,magicard cleaning kits products,20160206,20160212,1.00,0.95,0,0.00,4
318213366,GSN - Cleaning Kits - Brand: Magicard - Items - CL2,20317331046,GSN Item - Magicard Cleaning Kits Products,18283950120,magicard cleaning kits products,20160206,20160212,1.00,1.00,0,0.00,4
318213366,GSN - Cleaning Kits - Brand: Magicard - Items - CL2,20317331046,GSN Item - Magicard Cleaning Kits Products,18283950120,magicard cleaning kits products,20160206,20160212,1.00,1.50,0,0.00,4
