Campaign ID,Campaign Name,Adgroup ID,Adgroup Name,Start Date,End Date,Current Bid,Bid,Clicks,Costs,Impressions
369040958,SEM - Pricing - MBM,27021552758,SEM - Pricing Engine - MBM,20160306,20160306,1.00,0.58,7,2.30,258
369040958,SEM - Pricing - MBM,27021552758,SEM - Pricing Engine - MBM,20160306,20160306,1.00,1.00,18,7.92,502
369040958,SEM - Pricing - MBM,27021552758,SEM - Pricing Engine - MBM,20160306,20160306,1.00,1.40,24,17.40,732
369040958,SEM - Pricing - MBM,27021552758,SEM - Pricing Engine - MBM,20160306,20160306,1.00,1.89,25,20.00,925
369040958,SEM - Pricing - MBM,27021552758,SEM - Pricing Engine - MBM,20160306,20160306,1.00,2.45,28,23.40,1070
369040958,SEM - Pricing - MBM,27021552758,SEM - Pricing Engine - MBM,20160306,20160306,1.00,3.09,29,25.90,1200
369040958,SEM - Pricing - MBM,27021552758,SEM - Pricing Engine - MBM,20160306,20160306,1.00,4.20,31,33.60,1310
369039758,SEM - Competitors - MBM,27021427478,SEM - Competitors - FirstLook - MBM,20160306,20160306,1.00,0.52,0,0.00,22
369039758,SEM - Competitors - MBM,27021427478,SEM - Competitors - FirstLook - MBM,20160306,20160306,1.00,0.73,0,0.00,32
369039758,SEM - Competitors - MBM,27021427478,SEM - Competitors - FirstLook - MBM,20160306,20160306,1.00,1.00,0,0.00,43
369039758,SEM - Competitors - MBM,27021427478,SEM - Competitors - FirstLook - MBM,20160306,20160306,1.00,2.09,0,0.00,59
369039758,SEM - Competitors - MBM,27021427478,SEM - Competitors - FirstLook - MBM,20160306,20160306,1.00,3.74,0,0.00,74
369039758,SEM - Competitors - MBM,27021427478,SEM - Competitors - FirstLook - MBM,20160306,20160306,1.00,5.27,0,0.00,85
369039758,SEM - Competitors - MBM,27021427478,SEM - Competitors - FirstLook - MBM,20160306,20160306,1.00,7.51,0,0.00,91
369040958,SEM - Pricing - MBM,27021547478,SEM - Pricing Tool - MBM,20160306,20160306,1.00,0.69,0,0.00,25
369040958,SEM - Pricing - MBM,27021547478,SEM - Pricing Tool - MBM,20160306,20160306,1.00,1.00,0,0.00,49
369040958,SEM - Pricing - MBM,27021547478,SEM - Pricing Tool - MBM,20160306,20160306,1.00,1.46,0,0.00,57
369040958,SEM - Pricing - MBM,27021547478,SEM - Pricing Tool - MBM,20160306,20160306,1.00,1.93,0,0.00,65
369040958,SEM - Pricing - MBM,27021547478,SEM - Pricing Tool - MBM,20160306,20160306,1.00,2.31,0,0.00,74
369040958,SEM - Pricing - MBM,27021547478,SEM - Pricing Tool - MBM,20160306,20160306,1.00,3.08,0,0.00,83
369040958,SEM - Pricing - MBM,27021547478,SEM - Pricing Tool - MBM,20160306,20160306,1.00,4.05,0,0.00,90
369040958,SEM - Pricing - MBM,27021556718,SEM - Pricing Strategies - MBM,20160306,20160306,1.00,0.83,0,0.00,11
369040958,SEM - Pricing - MBM,27021556718,SEM - Pricing Strategies - MBM,20160306,20160306,1.00,1.00,0,0.00,21
369040958,SEM - Pricing - MBM,27021556718,SEM - Pricing Strategies - MBM,20160306,20160306,1.00,2.29,0,0.00,185
369040958,SEM - Pricing - MBM,27021556718,SEM - Pricing Strategies - MBM,20160306,20160306,1.00,3.04,0,0.00,325
369040958,SEM - Pricing - MBM,27021556718,SEM - Pricing Strategies - MBM,20160306,20160306,1.00,3.68,0,0.00,456
369040958,SEM - Pricing - MBM,27021556718,SEM - Pricing Strategies - MBM,20160306,20160306,1.00,4.77,0,0.00,556
369040958,SEM - Pricing - MBM,27021556718,SEM - Pricing Strategies - MBM,20160306,20160306,1.00,7.19,0,0.00,588
368083118,Campaign #1,26961912758,AdGroup ID: 26961912758 Created at 2016-03-02T07:14:54.093-08:00,20160302,20160304,0.25,0.23,1,0.22,53
368083118,Campaign #1,26961912758,AdGroup ID: 26961912758 Created at 2016-03-02T07:14:54.093-08:00,20160302,20160304,0.25,0.25,1,0.22,101
368083118,Campaign #1,26961912758,AdGroup ID: 26961912758 Created at 2016-03-02T07:14:54.093-08:00,20160302,20160304,0.25,0.54,95,44.40,4870
368083118,Campaign #1,26961912758,AdGroup ID: 26961912758 Created at 2016-03-02T07:14:54.093-08:00,20160302,20160304,0.25,0.68,164,91.50,10000
368083118,Campaign #1,26961912758,AdGroup ID: 26961912758 Created at 2016-03-02T07:14:54.093-08:00,20160302,20160304,0.25,0.82,219,139.00,15300
368083118,Campaign #1,26961912758,AdGroup ID: 26961912758 Created at 2016-03-02T07:14:54.093-08:00,20160302,20160304,0.25,0.98,264,187.00,20800
368083118,Campaign #1,26961912758,AdGroup ID: 26961912758 Created at 2016-03-02T07:14:54.093-08:00,20160302,20160304,0.25,1.40,281,208.00,26700
369040838,SEM - Inventory - MBM,27021544838,SEM - Inventory System - MBM,20160306,20160306,1.00,0.73,0,0.00,8
369040838,SEM - Inventory - MBM,27021544838,SEM - Inventory System - MBM,20160306,20160306,1.00,1.00,0,0.00,16
369040838,SEM - Inventory - MBM,27021544838,SEM - Inventory System - MBM,20160306,20160306,1.00,3.24,0,0.00,204
